ID,date,daily_kwh,daily_mean_kw,daily_max_kw,n_steps,th_pdl,is_active_day,month,season
1704875583,2024-02-17,37724.1,1571.8374999999999,3522.3,48,5895.679999999999,True,2,winter
1704875583,2024-02-18,36771.1,1532.1291666666666,3574.9,48,5895.679999999999,True,2,winter
1704875583,2024-02-19,38787.85,1616.1604166666666,3593.6,48,5895.679999999999,True,2,winter
1704875583,2024-02-20,39281.35,1636.7229166666666,3822.3,48,5895.679999999999,True,2,winter
1704875583,2024-02-21,39558.45,1648.26875,3560.0,48,5895.679999999999,True,2,winter
1704875583,2024-02-22,37813.35,1575.5562499999999,3593.4,48,5895.679999999999,True,2,winter
1704875583,2024-02-23,38242.5,1593.4375,3622.4,48,5895.679999999999,True,2,winter
1704875583,2024-02-24,38960.5,1623.3541666666667,3372.5,48,5895.679999999999,True,2,winter
1704875583,2024-02-25,34375.7,1432.3208333333332,3139.6,48,5895.679999999999,True,2,winter
1704875583,2024-02-26,36927.15,1538.6312500000001,3703.6,48,5895.679999999999,True,2,winter
1704875583,2024-02-27,38224.8,1592.7,3624.7,48,5895.679999999999,True,2,winter
1704875583,2024-02-28,38656.9,1610.7041666666667,3844.9,48,5895.679999999999,True,2,winter
1704875583,2024-02-29,37738.8,1572.45,3432.5,48,5895.679999999999,True,2,winter
1704875583,2024-03-01,35185.8,1466.075,3712.0,48,5895.679999999999,True,3,mid
1704875583,2024-03-02,35534.6,1480.6083333333333,3905.8,48,5895.679999999999,True,3,mid
1704875583,2024-03-03,35613.8,1483.9083333333335,3990.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-04,35499.6,1479.1499999999999,3476.0,48,5895.679999999999,True,3,mid
1704875583,2024-03-05,37634.85,1568.1187499999999,3816.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-06,36872.35,1536.3479166666666,3239.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-07,39067.65,1627.8187500000001,3919.8,48,5895.679999999999,True,3,mid
1704875583,2024-03-08,37634.8,1568.1166666666668,3789.0,48,5895.679999999999,True,3,mid
1704875583,2024-03-09,37964.65,1581.8604166666667,3485.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-10,37673.6,1569.7333333333333,4090.9,48,5895.679999999999,True,3,mid
1704875583,2024-03-11,36715.75,1529.8229166666667,3228.4,48,5895.679999999999,True,3,mid
1704875583,2024-03-12,34790.25,1449.59375,3091.8,48,5895.679999999999,True,3,mid
1704875583,2024-03-13,21181.0,882.5416666666666,3109.4,48,5895.679999999999,True,3,mid
1704875583,2024-03-14,37181.7,1549.2375,3074.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-15,32592.3,1358.0125,3214.7,48,5895.679999999999,True,3,mid
1704875583,2024-03-16,33670.8,1402.95,3070.8,48,5895.679999999999,True,3,mid
1704875583,2024-03-17,32568.95,1357.0395833333334,3207.9,48,5895.679999999999,True,3,mid
1704875583,2024-03-18,24468.7,1019.5291666666667,3515.1,48,5895.679999999999,True,3,mid
1704875583,2024-03-19,23848.1,993.6708333333332,3399.7,48,5895.679999999999,True,3,mid
1704875583,2024-03-20,24204.1,1008.5041666666666,2871.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-21,27220.4,1134.1833333333334,3118.4,48,5895.679999999999,True,3,mid
1704875583,2024-03-22,25191.25,1049.6354166666667,3532.2,48,5895.679999999999,True,3,mid
1704875583,2024-03-23,27336.05,1139.0020833333333,3243.5,48,5895.679999999999,True,3,mid
1704875583,2024-03-24,31062.0,1294.25,3314.6,48,5895.679999999999,True,3,mid
1704875583,2024-03-25,32874.3,1369.7625,3254.3,48,5895.679999999999,True,3,mid
1704875583,2024-03-26,31546.0,1314.4166666666667,3594.9,48,5895.679999999999,True,3,mid
1704875583,2024-03-27,38233.8,1593.075,3250.5,48,5895.679999999999,True,3,mid
1704875583,2024-03-28,30623.55,1275.98125,3194.4,48,5895.679999999999,True,3,mid
1704875583,2024-03-29,29462.15,1227.5895833333334,2986.5,48,5895.679999999999,True,3,mid
1704875583,2024-03-30,27188.2,1132.8416666666667,2981.1,48,5895.679999999999,True,3,mid
1704875583,2024-03-31,31208.75,1300.3645833333333,2860.0,48,5895.679999999999,True,3,mid
1704875583,2024-04-01,26792.45,1116.3520833333334,2831.4,48,5895.679999999999,True,4,mid
1704875583,2024-04-02,28116.05,1171.5020833333333,3157.2,48,5895.679999999999,True,4,mid
1704875583,2024-04-03,23238.9,968.2875,3340.1,48,5895.679999999999,True,4,mid
1704875583,2024-04-04,20360.95,848.3729166666667,3362.1,48,5895.679999999999,True,4,mid
1704875583,2024-04-05,18253.6,760.5666666666666,3041.6,48,5895.679999999999,True,4,mid
1704875583,2024-04-06,17995.2,749.8000000000001,3117.2,48,5895.679999999999,True,4,mid
1704875583,2024-04-07,16602.45,691.7687500000001,3285.5,48,5895.679999999999,True,4,mid
1704875583,2024-04-08,19456.7,810.6958333333333,2481.2,48,5895.679999999999,True,4,mid
1704875583,2024-04-09,21842.85,910.11875,2838.7,48,5895.679999999999,True,4,mid
1704875583,2024-04-10,27832.25,1159.6770833333333,2931.7,48,5895.679999999999,True,4,mid
1704875583,2024-04-11,22521.95,938.4145833333333,2316.9,48,5895.679999999999,True,4,mid
1704875583,2024-04-12,20438.2,851.5916666666667,2985.1,48,5895.679999999999,True,4,mid
1704875583,2024-04-13,15540.0,647.5,2535.4,48,5895.679999999999,True,4,mid
1704875583,2024-04-14,15118.75,629.9479166666666,2510.8,48,5895.679999999999,True,4,mid
1704875583,2024-04-15,18823.7,784.3208333333333,2211.1,48,5895.679999999999,True,4,mid
1704875583,2024-04-16,15373.35,640.55625,2186.4,48,5895.679999999999,True,4,mid
1704875583,2024-04-17,23995.55,999.8145833333333,2762.3,48,5895.679999999999,True,4,mid
1704875583,2024-04-18,19092.7,795.5291666666667,3079.6,48,5895.679999999999,True,4,mid
1704875583,2024-04-19,22869.05,952.8770833333333,3113.0,48,5895.679999999999,True,4,mid
1704875583,2024-04-20,22842.95,951.7895833333333,3383.5,48,5895.679999999999,True,4,mid
1704875583,2024-04-21,26153.55,1089.73125,3530.6,48,5895.679999999999,True,4,mid
1704875583,2024-04-22,27239.3,1134.9708333333333,3322.4,48,5895.679999999999,True,4,mid
1704875583,2024-04-23,27889.8,1162.075,2973.5,48,5895.679999999999,True,4,mid
1704875583,2024-04-24,35547.55,1481.1479166666668,3202.5,48,5895.679999999999,True,4,mid
1704875583,2024-04-25,34372.2,1432.175,3500.0,48,5895.679999999999,True,4,mid
1704875583,2024-04-26,32169.15,1340.3812500000001,3438.7,48,5895.679999999999,True,4,mid
1704875583,2024-04-27,31276.75,1303.1979166666667,3914.8,48,5895.679999999999,True,4,mid
1704875583,2024-04-28,30921.35,1288.3895833333333,3357.1,48,5895.679999999999,True,4,mid
1704875583,2024-04-29,16779.55,699.1479166666667,2496.0,48,5895.679999999999,True,4,mid
1704875583,2024-04-30,14955.5,623.1458333333334,2518.3,48,5895.679999999999,True,4,mid
1704875583,2024-05-01,17075.1,711.4625,2547.3,48,5895.679999999999,True,5,mid
1704875583,2024-05-02,19759.6,823.3166666666666,3025.5,48,5895.679999999999,True,5,mid
1704875583,2024-05-03,23194.6,966.4416666666666,2873.0,48,5895.679999999999,True,5,mid
1704875583,2024-05-04,21642.55,901.7729166666667,2726.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-05,27118.95,1129.95625,3204.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-06,27939.05,1164.1270833333333,3404.9,48,5895.679999999999,True,5,mid
1704875583,2024-05-07,27275.5,1136.4791666666667,3482.7,48,5895.679999999999,True,5,mid
1704875583,2024-05-08,22381.75,932.5729166666666,2702.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-09,21912.6,913.025,3294.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-10,18305.2,762.7166666666667,3332.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-11,16798.2,699.9250000000001,3605.0,48,5895.679999999999,True,5,mid
1704875583,2024-05-12,13632.6,568.025,3219.3,48,5895.679999999999,True,5,mid
1704875583,2024-05-13,17186.6,716.1083333333332,3089.9,48,5895.679999999999,True,5,mid
1704875583,2024-05-14,17263.75,719.3229166666666,3425.9,48,5895.679999999999,True,5,mid
1704875583,2024-05-15,16155.3,673.1374999999999,3497.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-16,16924.15,705.1729166666668,3378.8,48,5895.679999999999,True,5,mid
1704875583,2024-05-17,13513.4,563.0583333333333,3278.5,48,5895.679999999999,True,5,mid
1704875583,2024-05-18,20118.1,838.2541666666666,3288.9,48,5895.679999999999,True,5,mid
1704875583,2024-05-19,20444.1,851.8375,3450.0,48,5895.679999999999,True,5,mid
1704875583,2024-05-20,18187.6,757.8166666666666,3144.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-21,18532.9,772.2041666666668,3321.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-22,19473.75,811.40625,3457.7,48,5895.679999999999,True,5,mid
1704875583,2024-05-23,17079.25,711.6354166666666,3475.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-24,14724.55,613.5229166666667,3491.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-25,17255.8,718.9916666666667,2830.1,48,5895.679999999999,True,5,mid
1704875583,2024-05-26,19628.9,817.8708333333334,3231.5,48,5895.679999999999,True,5,mid
1704875583,2024-05-27,17129.45,713.7270833333333,2912.6,48,5895.679999999999,True,5,mid
1704875583,2024-05-28,14491.35,603.80625,3243.1,48,5895.679999999999,True,5,mid
1704875583,2024-05-29,16998.55,708.2729166666667,3780.2,48,5895.679999999999,True,5,mid
1704875583,2024-05-30,16233.5,676.3958333333334,3531.4,48,5895.679999999999,True,5,mid
1704875583,2024-05-31,17746.75,739.4479166666666,3043.6,48,5895.679999999999,True,5,mid
1704875583,2024-06-01,19106.45,796.1020833333333,2826.7,48,5895.679999999999,True,6,summer
1704875583,2024-06-02,27264.0,1136.0,3077.8,48,5895.679999999999,True,6,summer
1704875583,2024-06-03,20755.85,864.8270833333332,3462.7,48,5895.679999999999,True,6,summer
1704875583,2024-06-04,15031.650000000001,626.31875,2943.4,48,5895.679999999999,True,6,summer
1704875583,2024-06-05,16019.05,667.4604166666667,3319.6,48,5895.679999999999,True,6,summer
1704875583,2024-06-06,16886.15,703.5895833333334,3239.8,48,5895.679999999999,True,6,summer
1704875583,2024-06-07,19511.05,812.9604166666667,2911.1,48,5895.679999999999,True,6,summer
1704875583,2024-06-08,22114.2,921.4250000000001,3138.7,48,5895.679999999999,True,6,summer
1704875583,2024-06-09,18243.8,760.1583333333333,2898.2,48,5895.679999999999,True,6,summer
1704875583,2024-06-10,23945.2,997.7166666666667,3122.5,48,5895.679999999999,True,6,summer
1704875583,2024-06-11,19414.9,808.9541666666668,2724.2,48,5895.679999999999,True,6,summer
1704875583,2024-06-12,14091.25,587.1354166666666,3015.6,48,5895.679999999999,True,6,summer
1704875583,2024-06-13,16389.9,682.9125,3079.7,48,5895.679999999999,True,6,summer
1704875583,2024-06-14,20705.8,862.7416666666667,2932.3,48,5895.679999999999,True,6,summer
1704875583,2024-06-15,16200.8,675.0333333333333,2844.5,48,5895.679999999999,True,6,summer
1704875583,2024-06-16,15457.85,644.0770833333333,3068.6,48,5895.679999999999,True,6,summer
1704875583,2024-06-17,16601.7,691.7375000000001,2805.9,48,5895.679999999999,True,6,summer
1704875583,2024-06-18,15424.75,642.6979166666666,3038.1,48,5895.679999999999,True,6,summer
1704875583,2024-06-19,15632.85,651.36875,3846.3,48,5895.679999999999,True,6,summer
1704875583,2024-06-20,15296.0,637.3333333333334,2491.1,48,5895.679999999999,True,6,summer
1704875583,2024-06-21,13571.4,565.475,2994.2,48,5895.679999999999,True,6,summer
1704875583,2024-06-22,12642.8,526.7833333333333,2827.9,48,5895.679999999999,True,6,summer
1704875583,2024-06-23,15579.25,649.1354166666666,3022.7,48,5895.679999999999,True,6,summer
1704875583,2024-06-24,14271.45,594.6437500000001,2563.1,48,5895.679999999999,True,6,summer
1704875583,2024-06-25,15496.15,645.6729166666667,2830.1,48,5895.679999999999,True,6,summer
1704875583,2024-06-26,14786.35,616.0979166666667,3119.9,48,5895.679999999999,True,6,summer
1704875583,2024-06-27,12186.3,507.7625,2815.4,48,5895.679999999999,True,6,summer
1704875583,2024-06-28,9525.25,396.8854166666667,1814.8,48,5895.679999999999,True,6,summer
1704875583,2024-06-29,9733.55,405.5645833333333,1702.8,48,5895.679999999999,True,6,summer
1704875583,2024-06-30,9419.3,392.4708333333333,2353.5,48,5895.679999999999,True,6,summer
1704875583,2024-07-01,6510.65,271.27708333333334,2103.2,48,5895.679999999999,True,7,summer
1704875583,2024-07-02,8612.7,358.8625,1705.3,48,5895.679999999999,True,7,summer
1704875583,2024-07-03,5730.5,238.77083333333334,1219.5,48,5895.679999999999,False,7,summer
1704875583,2024-07-04,6032.4,251.35,1657.7,48,5895.679999999999,True,7,summer
1704875583,2024-07-05,4348.15,181.17291666666665,1087.2,48,5895.679999999999,False,7,summer
1704875583,2024-07-06,5919.0,246.625,822.0,48,5895.679999999999,True,7,summer
1704875583,2024-07-07,4100.0,170.83333333333334,765.4,48,5895.679999999999,False,7,summer
1704875583,2024-07-08,5235.05,218.12708333333333,824.9,48,5895.679999999999,False,7,summer
1704875583,2024-07-09,5146.45,214.43541666666667,1283.6,48,5895.679999999999,False,7,summer
1704875583,2024-07-10,3612.9,150.5375,529.6,48,5895.679999999999,False,7,summer
1704875583,2024-07-11,4091.1,170.4625,802.7,48,5895.679999999999,False,7,summer
1704875583,2024-07-12,3546.95,147.78958333333333,543.1,48,5895.679999999999,False,7,summer
1704875583,2024-07-13,4325.25,180.21875,979.6,48,5895.679999999999,False,7,summer
1704875583,2024-07-14,2907.5,121.14583333333333,496.1,48,5895.679999999999,False,7,summer
1704875583,2024-07-15,3080.75,128.36458333333334,470.1,48,5895.679999999999,False,7,summer
1704875583,2024-07-16,3990.0,166.25,820.8,48,5895.679999999999,False,7,summer
1704875583,2024-07-17,4770.2,198.75833333333333,2092.4,48,5895.679999999999,False,7,summer
1704875583,2024-07-18,3434.7,143.11249999999998,495.4,48,5895.679999999999,False,7,summer
1704875583,2024-07-19,3647.15,151.96458333333334,2466.4,48,5895.679999999999,False,7,summer
1704875583,2024-07-20,3451.3,143.80416666666667,578.2,48,5895.679999999999,False,7,summer
1704875583,2024-07-21,7015.3,292.3041666666667,1093.4,48,5895.679999999999,True,7,summer
1704875583,2024-07-22,3576.7,149.02916666666667,1093.9,48,5895.679999999999,False,7,summer
1704875583,2024-07-23,3055.9,127.32916666666667,585.8,48,5895.679999999999,False,7,summer
1704875583,2024-07-24,4541.65,189.23541666666665,1133.3,48,5895.679999999999,False,7,summer
1704875583,2024-07-25,4647.75,193.65625,861.6,48,5895.679999999999,False,7,summer
1704875583,2024-07-26,4751.95,197.99791666666667,707.3,48,5895.679999999999,False,7,summer
1704875583,2024-07-27,5069.8,211.24166666666667,772.5,48,5895.679999999999,False,7,summer
1704875583,2024-07-28,4063.55,169.31458333333333,697.1,48,5895.679999999999,False,7,summer
1704875583,2024-07-29,3781.3,157.55416666666667,489.9,48,5895.679999999999,False,7,summer
1704875583,2024-07-30,5749.35,239.55625,1262.1,48,5895.679999999999,False,7,summer
1704875583,2024-07-31,4567.8,190.32500000000002,542.5,48,5895.679999999999,False,7,summer
1704875583,2024-08-01,4176.5,174.02083333333334,756.3,48,5895.679999999999,False,8,summer
1704875583,2024-08-02,4689.8,195.40833333333333,839.1,48,5895.679999999999,False,8,summer
1704875583,2024-08-03,4199.8,174.99166666666667,650.6,48,5895.679999999999,False,8,summer
1704875583,2024-08-04,3576.75,149.03125,417.4,48,5895.679999999999,False,8,summer
1704875583,2024-08-05,3905.7,162.73749999999998,449.7,48,5895.679999999999,False,8,summer
1704875583,2024-08-06,4320.5,180.02083333333334,953.1,48,5895.679999999999,False,8,summer
1704875583,2024-08-07,2552.05,106.33541666666667,573.2,48,5895.679999999999,False,8,summer
1704875583,2024-08-08,2463.6,102.64999999999999,348.6,48,5895.679999999999,False,8,summer
1704875583,2024-08-09,2768.4,115.35000000000001,469.5,48,5895.679999999999,False,8,summer
1704875583,2024-08-10,2949.3,122.8875,517.3,48,5895.679999999999,False,8,summer
1704875583,2024-08-11,2789.8,116.24166666666667,490.3,48,5895.679999999999,False,8,summer
1704875583,2024-08-12,2846.45,118.60208333333333,359.3,48,5895.679999999999,False,8,summer
1704875583,2024-08-13,2486.35,103.59791666666666,364.5,48,5895.679999999999,False,8,summer
1704875583,2024-08-14,11341.7,472.5708333333334,4375.1,48,5895.679999999999,True,8,summer
1704875583,2024-08-15,7001.5,291.7291666666667,1095.5,48,5895.679999999999,True,8,summer
1704875583,2024-08-16,7655.8,318.9916666666667,2076.1,48,5895.679999999999,True,8,summer
1704875583,2024-08-17,6434.9,268.12083333333334,942.5,48,5895.679999999999,True,8,summer
1704875583,2024-08-18,3949.45,164.56041666666667,847.1,48,5895.679999999999,False,8,summer
1704875583,2024-08-19,3392.55,141.35625000000002,671.4,48,5895.679999999999,False,8,summer
1704875583,2024-08-20,3353.05,139.71041666666667,437.2,48,5895.679999999999,False,8,summer
1704875583,2024-08-21,3596.95,149.87291666666667,368.9,48,5895.679999999999,False,8,summer
1704875583,2024-08-22,5259.55,219.14791666666667,1105.2,48,5895.679999999999,False,8,summer
1704875583,2024-08-23,4582.4,190.9333333333333,533.2,48,5895.679999999999,False,8,summer
